,Relevant,MouseMs,LogId,Classes,RssId,Readability,Novelty,PageMs,UserId,Authority,UserLike,UserLikeBinary,ConditionalFreq,MeanConditionalFreq
1078,3.0,601,8544,['food'],31,1.0,4.0,11877.0,58,0.0,5,1,0.01703800786369594,0.01703800786369594
1079,2.0,592,8554,"['bombing', 'celebrities', 'movies', 'education', 'religion']",490,1.0,3.0,6329.0,58,1.0,3,0,1.5236538792281655e-11,0.008050314465408805
1080,5.0,1201,8558,['technology'],8184,1.0,5.0,58504.0,58,1.0,4,1,0.05998095842589654,0.05998095842589654
1081,3.0,2383,8560,['art'],8269,1.0,5.0,31376.0,58,0.0,4,1,0.003490955252300857,0.003490955252300857
1082,3.0,883,8562,"['familar topic', 'relationships', 'beauty', 'college', 'favorite']",229,1.0,5.0,21982.0,58,1.0,5,1,2.6844907976932916e-11,0.027129750982961987
1083,5.0,260,8687,['health'],8217,1.0,5.0,26929.0,58,1.0,5,1,0.05439056356487549,0.05439056356487549
1084,3.0,1592,8689,"['food', 'health', 'diet']",1302,1.0,4.0,119642.0,58,1.0,4,1,9.390886290627839e-07,0.027187136358827885
1085,4.0,150,8690,"['food', 'health', 'diet']",2972,1.0,4.0,5678.0,58,1.0,4,1,9.390886290627839e-07,0.027187136358827885
1086,4.0,491,8691,"['art', 'music']",2044,1.0,4.0,13229.0,58,0.0,4,1,5.9825954815692254e-05,0.010314185972707078
1087,3.0,3095,8692,"['accident', 'food', 'cars']",8181,1.0,3.0,78222.0,58,1.0,2,0,2.007478828919158e-07,0.0076726342710997444
1088,2.0,1151,8693,"['animals', 'science']",10,1.0,5.0,44775.0,58,1.0,4,1,0.0006068205012871141,0.04220882259600127
1089,3.0,1643,8695,['music'],15,1.0,4.0,18596.0,58,1.0,3,0,0.011949685534591196,0.011949685534591196
1090,2.0,951,8696,['science'],8181,1.0,3.0,11426.0,58,1.0,2,0,0.026854219948849106,0.026854219948849106
1091,2.0,1945,8951,['animals'],11,1.0,4.0,13630.0,58,1.0,3,0,0.008176100628930818,0.008176100628930818
1092,3.0,2943,8953,"['favorite', 'animals', 'history']",11,1.0,5.0,110979.0,58,1.0,4,1,2.2853926813474828e-07,0.006347191367819739
1093,4.0,381,8956,"['conflict', 'science']",11,1.0,5.0,110128.0,58,1.0,5,1,0.00023189142671629714,0.03145478374836173
1094,4.0,2224,8959,['science'],11,1.0,5.0,90149.0,58,1.0,2,0,0.026854219948849106,0.026854219948849106
1095,4.0,2746,8962,"['relationships', 'animals', 'science']",11,1.0,5.0,176144.0,58,1.0,4,1,7.703211695171236e-07,0.02856236115518883
1096,4.0,0,8963,['science'],11,1.0,5.0,330.0,58,1.0,4,1,0.07648365598222787,0.07648365598222787
1097,4.0,2984,8966,"['conflict', 'civilian death', 'psychology', 'science']",11,1.0,5.0,93083.0,58,1.0,4,1,3.9017219503310996e-09,0.022135829895271342
1098,3.0,10926,8969,"['innovation', 'military', 'favorite', 'health', 'technology', 'science']",11,1.0,5.0,138729.0,58,1.0,5,1,2.3416611427957558e-11,0.03112712975098296
1099,5.0,390,8977,['animals'],11,1.0,5.0,1222.0,58,1.0,5,1,0.011140235910878113,0.011140235910878113
1100,4.0,1711,8978,"['innovation', 'electrical engineering', 'technology']",11,1.0,2.0,39947.0,58,1.0,2,0,1.204487297351495e-06,0.01875532821824382
1101,5.0,6539,8983,"['computer', 'technology']",11,1.0,5.0,127093.0,58,1.0,4,1,0.00013324871754404183,0.031101237702316726
1102,3.0,4127,8994,['music'],146,0.0,3.0,12458.0,58,1.0,1,0,0.013071895424836602,0.013071895424836602
1103,2.0,1525,8996,"['carnegie mellon university', 'education', 'accomplishment', 'culture', 'history']",8195,1.0,2.0,27750.0,58,1.0,1,0,3.816742178048699e-14,0.00261437908496732
1104,5.0,641,8999,['music'],8156,1.0,5.0,59476.0,58,1.0,5,1,0.01703800786369594,0.01703800786369594
1105,2.0,871,9002,"['sex', 'odd', 'criminal trials']",8195,0.0,2.0,68990.0,58,1.0,1,0,8.934611764594199e-09,0.00261437908496732
1106,2.0,1575,9003,"['odd', 'food']",10,1.0,5.0,22393.0,58,1.0,4,1,5.2372889737643045e-05,0.0072992700729927005
1107,2.0,2366,9008,"['beauty', 'international news', 'fashion']",10,1.0,5.0,48819.0,58,1.0,4,1,5.339188720171798e-07,0.010790225325293556
1108,4.0,813,9015,"['baseball', 'sports']",362,1.0,5.0,37665.0,58,1.0,5,1,3.1777714031492574e-05,0.012778505897771953
1109,3.0,90,9017,"['beauty', 'entertainment', 'celebrities']",7,1.0,3.0,2564.0,58,1.0,4,1,1.2979751888693507e-06,0.023590394583730034
1110,3.0,1841,9023,"['food', 'health', 'international news', 'politics']",205,1.0,5.0,23524.0,58,1.0,4,1,4.270156101939565e-07,0.038638527451602664
1111,3.0,360,9037,"['familar topic', 'sports', 'track']",8153,1.0,4.0,63522.0,58,1.0,2,0,1.7419061088433942e-06,0.028559249786871268
1112,4.0,20,9038,"['familar topic', 'college', 'sports', 'track']",8255,1.0,5.0,112571.0,58,1.0,5,1,2.9148407580645884e-08,0.0368610747051114
1113,4.0,270,9040,"['college', 'sports', 'drugs']",8255,1.0,5.0,16303.0,58,1.0,4,1,5.9068610840981095e-08,0.010367079234105575
1114,3.0,20,9041,"['food', 'health', 'civilian death', 'animals']",7,1.0,4.0,61188.0,58,1.0,3,0,4.1443122775342363e-08,0.03238993710691824
1115,5.0,742,9043,['presidential election'],3616,1.0,5.0,121886.0,58,1.0,4,1,0.002856236115518883,0.002856236115518883
1116,4.0,1112,9044,"['ariplanes', 'economy']",8151,1.0,2.0,10866.0,58,1.0,2,0,6.213983425016843e-05,0.013427109974424551
1117,2.0,2131,9045,"['travel', 'college']",8151,1.0,3.0,10876.0,58,1.0,2,0,1.3082070368456514e-05,0.0038363171355498722
1118,3.0,520,9047,"['alcohol', 'innovation', 'college']",8271,1.0,5.0,102797.0,58,1.0,4,1,4.6986394987144055e-09,0.0017983708875489264
1119,3.0,20,9048,"['alcohol', 'food', 'health', 'diet']",8190,1.0,5.0,9674.0,58,1.0,4,1,8.940862860007464e-10,0.020628371945414153
1120,5.0,50,9049,"['alcohol', 'international news', 'business']",13,1.0,5.0,18977.0,58,1.0,5,1,1.6664980207440317e-06,0.03582350371341197
1121,3.0,392,9051,"['health', 'genetics']",16,1.0,4.0,32227.0,58,1.0,3,0,6.447529765436494e-05,0.05157232704402516
1122,3.0,531,9052,"['relationships', 'health', 'drugs']",9,1.0,2.0,13659.0,58,1.0,3,0,4.86606020032943e-07,0.03563941299790357
1123,3.0,1221,9414,['health'],8201,1.0,5.0,50041.0,58,1.0,4,1,0.07172326245636305,0.07172326245636305
1124,3.0,501,9415,['education'],8201,1.0,4.0,142666.0,58,1.0,3,0,0.006918238993710692,0.006918238993710692
1125,3.0,961,9512,"['computer', 'internet', 'education', 'business']",8275,0.0,3.0,57042.0,58,0.0,3,0,1.4457176194210983e-09,0.0139937106918239
1126,4.0,4015,9516,"['favorite', 'entertainment', 'celebrities', 'movies', 'health', 'presidential election', 'genetics', 'science']",5,1.0,5.0,75449.0,58,1.0,4,1,2.6627826497070104e-16,0.029593779752459536
1127,5.0,1254,9518,"['favorite', 'food', 'health', 'diet', 'genetics', 'science']",11,1.0,5.0,71393.0,58,1.0,5,1,1.5995583504154918e-12,0.023809523809523808
1128,5.0,0,9519,"['odd', 'animals', 'science']",11,1.0,5.0,240.0,58,1.0,5,1,6.88886719821241e-06,0.026867627785058978
1129,3.0,290,9520,"['environment', 'weather', 'pollution', 'international news']",11,1.0,5.0,73626.0,58,1.0,5,1,1.7039381898798461e-10,0.0075360419397116655
1130,3.0,690,9521,"['environment', 'animals', 'science']",11,1.0,4.0,49891.0,58,1.0,4,1,1.0784496373239729e-05,0.0340632603406326
1131,4.0,351,9522,"['environment', 'international news', 'asia', 'conflict', 'politics']",11,1.0,5.0,133352.0,58,1.0,5,1,7.537079149206395e-11,0.016644823066841417
1132,4.0,280,9523,"['international news', 'science']",11,1.0,5.0,65804.0,58,1.0,5,1,0.0008116199935070401,0.036369593709043246
1133,4.0,1581,18407,"['odd', 'food', 'international news', 'animals']",11,1.0,4.0,107645.0,58,1.0,2,0,3.6003696388224024e-08,0.014705882352941176
1134,4.0,1343,18408,['animals'],11,1.0,5.0,180208.0,58,1.0,4,1,0.007933989209774674,0.007933989209774674
1135,3.0,2211,18416,"['environment', 'politics']",11,1.0,4.0,6329.0,58,1.0,4,1,0.0011223913139159502,0.040463344969850844
1136,4.0,900,18417,"['environment', 'international news', 'politics']",11,1.0,5.0,61903.0,58,1.0,2,0,1.2797677534359632e-05,0.029838022165387893
1137,3.0,2345,18418,['science'],11,1.0,3.0,31094.0,58,1.0,1,0,0.01699346405228758,0.01699346405228758
1138,3.0,392,18419,"['favorite', 'health', 'diet', 'genetics', 'animals', 'science']",11,1.0,5.0,72643.0,58,1.0,4,1,1.8084996275496894e-13,0.027081349836030888
1139,5.0,191,18420,"['international news', 'presidential election', 'politics']",11,1.0,5.0,91983.0,58,1.0,5,1,2.659305352251114e-06,0.022280471821756225
1140,4.0,170,18421,"['bombing', 'terrorism', 'international news', 'conflict']",14,1.0,4.0,157897.0,58,1.0,3,0,1.1772272043857513e-09,0.006761006289308176
1141,3.0,580,18422,"['opinion', 'sports']",8153,1.0,3.0,67998.0,58,1.0,2,0,0.00013899699766485043,0.014066496163682864
1142,1.0,442,18423,['international news'],5705,1.0,3.0,19018.0,58,0.0,3,0,0.011949685534591196,0.011949685534591196
1143,2.0,621,18424,"['international news', 'asia', 'electrical engineering', 'technology']",2580,0.0,3.0,19168.0,58,0.0,1,0,8.409046366676893e-10,0.010784313725490196
1144,3.0,2041,18425,"['innovation', 'electrical engineering', 'technology', 'science']",16,1.0,4.0,20569.0,58,1.0,2,0,3.234556680867186e-08,0.02078005115089514
1145,5.0,140,18426,"['computer', 'opinion', 'health', 'electrical engineering', 'technology']",8279,1.0,5.0,147612.0,58,1.0,5,1,1.9546666141026042e-10,0.024770642201834864
1146,5.0,641,18427,"['sports', 'basketball']",453,1.0,5.0,86264.0,58,1.0,5,1,3.1777714031492574e-05,0.012778505897771953
1147,2.0,10,18437,"['sports', 'basketball']",8208,1.0,3.0,78162.0,58,1.0,3,0,4.9839800640797437e-05,0.014150943396226415
1148,2.0,50,18438,"['international news', 'history']",7,1.0,2.0,24585.0,58,1.0,3,0,0.00014279498437561806,0.011949685534591196
1149,2.0,1091,18626,"['computer', 'innovation', 'internet', 'food']",3,1.0,4.0,53728.0,58,1.0,2,0,2.5671084768787194e-10,0.006074168797953965
1150,4.0,60,18632,"['computer', 'innovation', 'internet']",1964,0.0,5.0,31466.0,58,1.0,4,1,1.7228344828619488e-08,0.002644663069924892
1151,5.0,511,18634,"['innovation', 'history']",8172,1.0,5.0,45035.0,58,1.0,5,1,6.613199947094402e-05,0.009501965923984272
1152,3.0,1513,18635,"['relationships', 'sex', 'ethics', 'culture']",1758,1.0,3.0,23293.0,58,0.0,2,0,2.6740713300819986e-11,0.002877237851662404
1153,5.0,1471,18636,"['innovation', 'food']",1902,1.0,5.0,79425.0,58,0.0,5,1,7.815599937475202e-05,0.010812581913499346
1154,3.0,2294,18637,"['relationships', 'entertainment', 'celebrities', 'music', 'civilian death']",3624,1.0,5.0,17755.0,58,1.0,4,1,2.470764704583235e-11,0.01777213582989527
1155,3.0,1963,18638,"['opinion', 'food']",8181,1.0,5.0,53375.0,58,1.0,4,1,1.8330511408175067e-05,0.005236432878451286
1156,1.0,991,18639,"['familar topic', 'relationships', 'entertainment', 'celebrities']",2363,1.0,1.0,23564.0,58,0.0,1,0,1.4482246520387983e-08,0.02483660130718954
1157,5.0,0,18641,"['entertainment', 'movies']",8,1.0,5.0,531.0,58,1.0,5,1,0.000826220564818807,0.0327653997378768
1158,4.0,1751,18642,"['entertainment', 'music']",8,1.0,5.0,88488.0,58,1.0,4,1,0.0010224799550318311,0.03840050777530943
1159,4.0,4026,18643,"['sex', 'health', 'science', 'drugs']",8,1.0,4.0,88857.0,58,1.0,4,1,1.4917485802581683e-08,0.03800380831482069
1160,4.0,0,18644,['odd'],9,1.0,5.0,100.0,58,1.0,4,1,0.006347191367819739,0.006347191367819739
1161,1.0,1873,18671,"['odd', 'music']",10,1.0,4.0,14731.0,58,1.0,2,0,0.00025182985459278783,0.015984654731457798
1162,1.0,922,18672,"['entertainment', 'international news', 'animals', 'business']",10,1.0,3.0,23033.0,58,1.0,2,0,5.378734036180135e-07,0.03836317135549872
1163,1.0,1300,18673,"['food', 'health', 'animals']",10,1.0,3.0,68298.0,58,1.0,2,0,8.280850169291526e-06,0.03111679454390452
1164,3.0,690,18675,"['odd', 'education', 'history']",10,1.0,3.0,46527.0,58,1.0,4,1,1.4063954962138355e-07,0.005500899185443775
1165,1.0,501,18677,"['health', 'international news', 'religion', 'history']",10,1.0,2.0,1232.0,58,1.0,2,0,1.8001848194112014e-07,0.028772378516624043
1166,4.0,651,18680,"['family', 'accomplishment', 'cars']",10,1.0,5.0,115856.0,58,1.0,4,1,5.753436120874782e-09,0.0020099439331429177
1167,5.0,501,18682,"['environment', 'animals']",10,1.0,5.0,51124.0,58,1.0,5,1,0.00016060628442943545,0.012778505897771953
1168,4.0,1022,18685,"['environment', 'animals']",11,1.0,3.0,37664.0,58,1.0,3,0,7.713302480123413e-05,0.00880503144654088
1169,3.0,50,18688,"['entertainment', 'celebrities', 'music', 'conflict']",11,1.0,4.0,851.0,58,1.0,3,0,4.9122480619369075e-08,0.024056603773584904
1170,3.0,1954,18689,"['entertainment', 'celebrities', 'music']",8,1.0,4.0,72785.0,58,1.0,4,1,8.761332524868119e-06,0.028456574632391835
1171,2.0,10,18691,"['favorite', 'entertainment', 'celebrities', 'health']",8,1.0,4.0,46657.0,58,1.0,3,0,7.023652930664176e-07,0.04764150943396227
1172,5.0,1402,18693,"['entertainment', 'celebrities', 'movies']",8,1.0,5.0,43152.0,58,1.0,5,1,8.12143412338277e-06,0.02512013979903888
1173,4.0,0,18695,"['entertainment', 'celebrities', 'music']",8,1.0,4.0,1302.0,58,1.0,4,1,8.761332524868119e-06,0.028456574632391835
1174,3.0,90,18697,"['baseball', 'sports']",8,1.0,3.0,20679.0,58,1.0,3,0,8.306633440132906e-05,0.014779874213836478
1175,3.0,50,18702,"['sex', 'sports', 'basketball']",7,1.0,4.0,1632.0,58,1.0,4,1,1.772058325229433e-07,0.01100179837088755
1176,4.0,992,18707,"['military', 'terrorism', 'international news', 'conflict', 'politics', 'iraq']",7,1.0,3.0,174811.0,58,1.0,3,0,4.224439380636659e-12,0.01939203354297694
1177,5.0,371,18711,"['international news', 'cars']",14,1.0,5.0,98371.0,58,1.0,5,1,2.7053999783568e-05,0.007863695937090433
1178,4.0,0,18717,"['computer', 'innovation', 'entertainment', 'technology', 'fun']",15,1.0,5.0,971.0,58,1.0,4,1,1.1209950974498012e-11,0.024944462075531578
1179,3.0,2405,18719,['technology'],5,1.0,5.0,39787.0,58,1.0,3,0,0.06477987421383648,0.06477987421383648
1180,4.0,772,18721,['opinion'],5,1.0,3.0,28932.0,58,1.0,3,0,0.0012578616352201257,0.0012578616352201257
1181,1.0,630,18722,"['exercise', 'family', 'health', 'fun']",9001,0.0,1.0,10765.0,58,0.0,1,0,4.9636732025523326e-11,0.006535947712418301
1182,4.0,441,18724,['health'],9,1.0,4.0,93224.0,58,1.0,3,0,0.10251572327044026,0.10251572327044026
1183,4.0,0,18725,"['internet', 'presidential election', 'psychology']",9,1.0,5.0,110.0,58,1.0,4,1,6.012340746314148e-08,0.004125674389082831
1184,5.0,1043,19865,"['familar topic', 'internet']",5,1.0,5.0,161391.0,58,1.0,4,1,0.00014180967067423347,0.022056490003173595
1185,5.0,892,19866,"['entertainment', 'celebrities', 'music']",5,1.0,5.0,48231.0,58,1.0,4,1,8.761332524868119e-06,0.028456574632391835
1186,2.0,0,19867,['art'],8,1.0,2.0,550.0,58,1.0,2,0,0.0025575447570332483,0.0025575447570332483
1187,2.0,1641,19868,"['music', 'civilian death']",8,1.0,4.0,29773.0,58,1.0,3,0,3.757762746726791e-05,0.007547169811320755
1188,3.0,4013,19869,"['beauty', 'entertainment', 'celebrities', 'music', 'culture']",8,1.0,4.0,69640.0,58,1.0,4,1,7.05932772738067e-11,0.018216439225642655
1189,4.0,0,19870,"['entertainment', 'movies', 'health']",8,1.0,4.0,392.0,58,1.0,5,1,4.493860214938465e-05,0.0399737876802097
1190,5.0,1102,19871,"['entertainment', 'celebrities', 'movies']",8,1.0,5.0,63841.0,58,1.0,5,1,8.12143412338277e-06,0.02512013979903888
1191,3.0,60,19872,"['baseball', 'sports']",8,1.0,4.0,43703.0,58,1.0,3,0,8.306633440132906e-05,0.014779874213836478
1192,3.0,320,19873,"['baseball', 'sports']",7,1.0,3.0,49281.0,58,1.0,3,0,8.306633440132906e-05,0.014779874213836478
1193,3.0,0,19874,"['sports', 'basketball']",7,1.0,4.0,142.0,58,1.0,4,1,6.204173091997714e-05,0.015074579498571883
1194,4.0,391,19875,"['sports', 'basketball']",7,1.0,4.0,84632.0,58,1.0,4,1,6.204173091997714e-05,0.015074579498571883
1195,3.0,1001,19876,"['family', 'health']",7,1.0,4.0,113412.0,58,1.0,4,1,0.0002276206361674486,0.037448429070136464
1196,3.0,1062,19877,['health'],9,1.0,4.0,12317.0,58,1.0,3,0,0.10251572327044026,0.10251572327044026
1197,3.0,0,19878,"['relationships', 'sex', 'racial', 'health']",9,1.0,5.0,621.0,58,1.0,3,0,8.161107254221264e-10,0.02720125786163522
1198,4.0,390,19879,"['health', 'drugs']",9,1.0,5.0,135625.0,58,1.0,5,1,3.564257114343086e-05,0.027522935779816512
1199,4.0,621,19880,"['beauty', 'entertainment', 'celebrities', 'health', 'science']",9,1.0,5.0,104640.0,58,1.0,4,1,7.1202471111021415e-09,0.0437956204379562
1200,5.0,1201,19881,"['stress', 'favorite', 'food', 'psychology']",9,1.0,5.0,48940.0,58,1.0,5,1,2.1192270214393066e-09,0.009501965923984274
1201,5.0,1441,19882,"['travel', 'odd']",9,1.0,5.0,61047.0,58,1.0,5,1,6.870857087890286e-06,0.005570117955439056
1202,2.0,351,19883,"['odd', 'conflict', 'animals', 'cars']",10,1.0,5.0,931.0,58,1.0,5,1,9.028659499623078e-10,0.006880733944954129
1203,1.0,1862,19884,['cars'],10,1.0,5.0,40048.0,58,1.0,4,1,0.000952078705172961,0.000952078705172961
1204,3.0,531,19885,"['odd', 'entertainment']",10,1.0,5.0,47649.0,58,1.0,5,1,0.0005084434245038812,0.029488859764089125
1205,1.0,2433,19886,"['international news', 'criminal trials']",10,1.0,5.0,20450.0,58,1.0,4,1,3.9883969877128165e-05,0.007457949857188194
1206,4.0,2026,19887,"['sports', 'international news']",10,1.0,4.0,24896.0,58,1.0,3,0,0.00031565207072505047,0.01918238993710692
1207,2.0,672,19888,"['military', 'odd', 'favorite', 'international news']",10,1.0,3.0,19408.0,58,1.0,2,0,3.150323433969602e-08,0.014066496163682864
1208,4.0,70,19889,"['relationships', 'odd', 'international news', 'criminal trials', 'civilian death']",10,1.0,5.0,852.0,58,1.0,5,1,5.197285554738956e-12,0.006946264744429882
1209,3.0,171,19977,"['odd', 'family', 'international news']",10,1.0,4.0,55510.0,58,1.0,4,1,2.3013744483499125e-07,0.006981910504601713
1210,3.0,701,19978,"['alcohol', 'sports']",10,1.0,5.0,32778.0,58,1.0,4,1,2.6589313251418778e-05,0.014439860361789908
1211,4.0,531,19979,"['politics', 'culture']",10,1.0,5.0,59856.0,58,1.0,4,1,0.00020042702034213397,0.033164074896858145
1212,2.0,0,19980,"['odd', 'international news', 'drugs']",10,1.0,3.0,352.0,58,1.0,3,0,8.508142068060658e-08,0.005870020964360587
1213,4.0,40,19981,"['familar topic', 'computer', 'college', 'entertainment', 'electrical engineering', 'technology', 'carnegie mellon university', 'education']",10,1.0,5.0,42511.0,58,1.0,5,1,5.2376198569982774e-17,0.02989842726081258
1214,5.0,602,19982,"['international news', 'asia', 'conflict', 'politics']",13,1.0,5.0,112372.0,58,1.0,5,1,5.227992173494981e-09,0.017201834862385322
1215,4.0,0,19983,"['entertainment', 'celebrities', 'movies']",16,1.0,4.0,170.0,58,1.0,4,1,6.4898759443467536e-06,0.026975563313233895
1216,3.0,701,19991,"['racial', 'conflict']",8174,1.0,4.0,19007.0,58,1.0,4,1,3.625815443375288e-06,0.0023801967629324024
1217,4.0,2845,19994,"['international news', 'conflict', 'civilian death']",8154,1.0,5.0,66486.0,58,1.0,3,0,2.1270355170151648e-07,0.006918238993710691
1218,4.0,1452,19995,"['familar topic', 'college', 'stress', 'education']",91,1.0,4.0,22162.0,58,1.0,3,0,1.23918653093237e-09,0.021383647798742137
1219,4.0,50,20000,"['entertainment', 'culture']",4039,1.0,5.0,15393.0,58,1.0,5,1,0.0002542217122519406,0.026867627785058978
1220,4.0,710,20003,['music'],8199,1.0,4.0,123988.0,58,1.0,4,1,0.0171374166931133,0.0171374166931133
1221,2.0,441,20004,['music'],8195,1.0,2.0,18377.0,58,1.0,1,0,0.013071895424836602,0.013071895424836602
1222,2.0,420,20005,"['military', 'international news', 'conflict', 'iraq']",8195,1.0,2.0,12597.0,58,1.0,1,0,3.678957785421141e-10,0.009477124183006537
1223,5.0,940,20275,"['odd', 'animals']",2,1.0,5.0,88216.0,58,1.0,4,1,5.035854782465677e-05,0.007140590288797207
1224,4.0,1162,20286,"['entertainment', 'celebrities', 'music']",11,1.0,5.0,70071.0,58,1.0,5,1,8.12143412338277e-06,0.02512013979903888
1225,2.0,350,20363,"['sex', 'criminal trials']",8181,1.0,2.0,227225.0,58,1.0,2,0,4.905776388171192e-05,0.007033248081841432
1226,3.0,120,20367,"['international news', 'conflict', 'criminal trials', 'civilian death']",8154,1.0,5.0,88147.0,58,1.0,4,1,3.3742779915508093e-10,0.005236432878451285
1227,4.0,3583,20370,"['hacking', 'computer', 'innovation', 'favorite', 'electrical engineering', 'technology', 'science']",8154,1.0,4.0,72303.0,58,1.0,4,1,1.8815226575901098e-17,0.020855057351407715
1228,5.0,730,20374,"['opinion', 'science']",5,1.0,5.0,101185.0,58,1.0,5,1,0.00030918856895506287,0.03211009174311927
1229,2.0,3144,20376,"['innovation', 'music', 'electrical engineering', 'technology']",361,1.0,2.0,44884.0,58,1.0,2,0,2.1563711205781236e-08,0.01854219948849105
1230,4.0,3704,20380,"['computer', 'electrical engineering']",8209,1.0,5.0,118199.0,58,1.0,5,1,1.2023999903808001e-05,0.0036041939711664484
1231,4.0,2954,20382,"['international news', 'criminal trials', 'animals']",8285,1.0,5.0,124789.0,58,1.0,4,1,3.16438986648113e-07,0.007616629641383686
1232,2.0,1510,20425,"['opinion', 'internet', 'music']",8154,1.0,5.0,48580.0,58,1.0,5,1,5.853285854690284e-07,0.00961118392311053
1233,2.0,171,20427,"['international news', 'education', 'business']",8190,1.0,4.0,2223.0,58,1.0,2,0,3.0927720708035776e-06,0.020886615515771523
1234,3.0,1341,20428,"['odd', 'favorite', 'health', 'criminal trials', 'civilian death']",8155,1.0,3.0,47519.0,58,1.0,2,0,4.4686399157943173e-10,0.02173913043478261
1235,5.0,953,20430,"['food', 'diet']",3616,1.0,5.0,64152.0,58,1.0,5,1,4.466057107128687e-05,0.009829619921363041
1236,5.0,1121,20455,"['family', 'psychology']",9,1.0,5.0,35030.0,58,1.0,4,1,1.913624817336957e-05,0.004601713741669311
1237,3.0,811,20456,['health'],9,1.0,4.0,122336.0,58,1.0,3,0,0.10251572327044026,0.10251572327044026
1238,4.0,280,20457,"['alcohol', 'health']",9,1.0,3.0,47267.0,58,1.0,2,0,8.993923378313853e-05,0.03580562659846547
1239,4.0,1651,20458,"['sex', 'health', 'politics']",9,1.0,5.0,49112.0,58,1.0,5,1,1.226235245760236e-05,0.03604193971166448
1240,4.0,200,20459,"['family', 'food', 'health']",9,1.0,3.0,50392.0,58,1.0,3,0,7.096337792147085e-06,0.040880503144654086
1241,3.0,1912,20460,"['sex', 'health']",9,1.0,5.0,52365.0,58,1.0,4,1,0.00020485857255070374,0.03728974928594097
1242,4.0,1502,20461,['odd'],9,1.0,5.0,25447.0,58,1.0,4,1,0.006347191367819739,0.006347191367819739
1243,3.0,210,20463,"['criminal trials', 'civilian death']",10,1.0,5.0,18297.0,58,1.0,4,1,7.755216364997143e-06,0.002856236115518883
1244,3.0,0,20465,"['sex', 'international news', 'olympics']",10,1.0,5.0,290.0,58,1.0,4,1,1.0356185017574608e-08,0.004866180048661801
1245,4.0,1353,20467,"['internet', 'conflict']",10,1.0,5.0,61017.0,58,1.0,4,1,1.3294656625709389e-05,0.0036496350364963502
1246,2.0,822,20469,"['entertainment', 'movies', 'conflict']",10,1.0,4.0,26408.0,58,1.0,3,0,5.5616381308059665e-06,0.029350104821802933
1247,3.0,221,20470,"['family', 'health']",10,1.0,4.0,45736.0,58,1.0,3,0,0.0004513270835805546,0.05345911949685535
1248,4.0,110,20472,"['sex', 'health']",9,1.0,5.0,82669.0,58,1.0,4,1,0.00020485857255070374,0.03728974928594097
1249,5.0,1223,20473,"['animals', 'science', 'history']",9,1.0,5.0,87776.0,58,1.0,3,0,3.932652333681371e-06,0.02012578616352201
1250,4.0,0,20474,"['military', 'terrorism', 'international news', 'conflict', 'politics', 'iraq', 'civilian death']",11,1.0,5.0,921.0,58,1.0,5,1,3.21702112343471e-15,0.014978468451600824
1251,5.0,1822,20475,"['racial', 'entertainment', 'celebrities', 'music']",8185,1.0,5.0,211655.0,58,1.0,5,1,1.064408141989878e-08,0.01916775884665793
1252,4.0,1350,20478,"['college', 'technology', 'education']",15,1.0,5.0,92885.0,58,1.0,4,1,4.228775548842965e-07,0.021792023696181106
1253,3.0,900,20479,"['military', 'conflict', 'politics']",1428,1.0,4.0,20589.0,58,1.0,2,0,2.6348159629563945e-06,0.023870417732310314
1254,5.0,660,20481,"['international news', 'conflict', 'politics']",3,1.0,5.0,103148.0,58,1.0,4,1,2.7478410913297964e-06,0.02612927113085793
1255,4.0,1633,20482,"['sports', 'basketball']",3,1.0,4.0,141182.0,58,1.0,4,1,6.204173091997714e-05,0.015074579498571883
1256,4.0,921,20640,"['alcohol', 'college', 'sex', 'sports', 'football']",7,1.0,4.0,182712.0,58,1.0,5,1,1.126755266750047e-12,0.007208387942332898
1257,4.0,541,20641,"['baseball', 'sports']",7,1.0,4.0,77531.0,58,1.0,4,1,1.7726208834279184e-05,0.014281180577594414
1258,3.0,260,20642,"['favorite', 'culture']",7,1.0,3.0,49041.0,58,1.0,3,0,1.7799928800284798e-05,0.005660377358490566
1259,5.0,20,20643,"['hacking', 'computer', 'internet', 'business']",8,1.0,5.0,65343.0,58,1.0,5,1,1.82011579373529e-09,0.02604849279161206
1260,5.0,461,20644,"['relationships', 'celebrities', 'international news']",5,1.0,5.0,95387.0,58,1.0,5,1,7.091480939336305e-07,0.00961118392311053
1261,4.0,511,20645,"['entertainment', 'celebrities', 'music']",8,1.0,5.0,158528.0,58,1.0,5,1,8.12143412338277e-06,0.02512013979903888
1262,3.0,732,20648,"['celebrities', 'music', 'business', 'psychology']",8,1.0,4.0,3153.0,58,1.0,4,1,4.889526007821563e-08,0.02173913043478261
1263,3.0,480,20649,"['entertainment', 'celebrities', 'music']",8,1.0,3.0,23555.0,58,1.0,3,0,8.678304909421871e-06,0.030188679245283016
1264,4.0,410,20652,"['entertainment', 'celebrities']",8,1.0,5.0,204074.0,58,1.0,5,1,0.00047666571047238863,0.029161205766710354
1265,4.0,570,20654,"['entertainment', 'celebrities', 'movies']",8,1.0,4.0,152489.0,58,1.0,4,1,6.4898759443467536e-06,0.026975563313233895
1266,4.0,873,20658,"['favorite', 'international news']",8,1.0,4.0,169493.0,58,1.0,5,1,0.00011723399906212802,0.011140235910878114
