,Relevant,MouseMs,LogId,Classes,RssId,Readability,Novelty,PageMs,UserId,Authority,UserLike,UserLikeBinary
1068,3.0,541,8517,"['odd', 'criminal trials']",8154,1.0,3.0,8352.0,58,1.0,2,0
1069,2.0,931,8519,"['entertainment', 'celebrities', 'drugs']",8154,1.0,3.0,29392.0,58,1.0,2,0
1070,3.0,1522,8520,"['bombing', 'military', 'terrorism', 'international news']",8154,1.0,3.0,62820.0,58,1.0,3,0
1071,3.0,701,8532,"['racial', 'international news', 'conflict', 'criminal trials']",8154,1.0,4.0,115807.0,58,1.0,2,0
1072,4.0,1552,8533,"['international news', 'drugs']",8154,1.0,4.0,26978.0,58,1.0,4,1
1073,3.0,2294,8536,"['international news', 'conflict']",8154,1.0,2.0,18396.0,58,1.0,2,0
1074,3.0,3532,8537,['health'],8154,1.0,5.0,46998.0,58,1.0,3,0
1075,3.0,741,8540,['movies'],8201,1.0,3.0,8722.0,58,1.0,2,0
1076,2.0,240,8542,"['movies', 'fun']",391,1.0,2.0,9033.0,58,1.0,3,0
1077,3.0,1561,8543,"['opinion', 'entertainment', 'movies']",1741,1.0,4.0,10064.0,58,0.0,4,1
1078,3.0,601,8544,['food'],31,1.0,4.0,11877.0,58,0.0,5,1
1079,2.0,592,8554,"['bombing', 'celebrities', 'movies', 'education', 'religion']",490,1.0,3.0,6329.0,58,1.0,3,0
1080,5.0,1201,8558,['technology'],8184,1.0,5.0,58504.0,58,1.0,4,1
1081,3.0,2383,8560,['art'],8269,1.0,5.0,31376.0,58,0.0,4,1
1082,3.0,883,8562,"['familar topic', 'relationships', 'beauty', 'college', 'favorite']",229,1.0,5.0,21982.0,58,1.0,5,1
1083,5.0,260,8687,['health'],8217,1.0,5.0,26929.0,58,1.0,5,1
1084,3.0,1592,8689,"['food', 'health', 'diet']",1302,1.0,4.0,119642.0,58,1.0,4,1
1085,4.0,150,8690,"['food', 'health', 'diet']",2972,1.0,4.0,5678.0,58,1.0,4,1
1086,4.0,491,8691,"['art', 'music']",2044,1.0,4.0,13229.0,58,0.0,4,1
1087,3.0,3095,8692,"['accident', 'food', 'cars']",8181,1.0,3.0,78222.0,58,1.0,2,0
1088,2.0,1151,8693,"['animals', 'science']",10,1.0,5.0,44775.0,58,1.0,4,1
1089,3.0,1643,8695,['music'],15,1.0,4.0,18596.0,58,1.0,3,0
1090,2.0,951,8696,['science'],8181,1.0,3.0,11426.0,58,1.0,2,0
1091,2.0,1945,8951,['animals'],11,1.0,4.0,13630.0,58,1.0,3,0
1092,3.0,2943,8953,"['favorite', 'animals', 'history']",11,1.0,5.0,110979.0,58,1.0,4,1
1093,4.0,381,8956,"['conflict', 'science']",11,1.0,5.0,110128.0,58,1.0,5,1
1094,4.0,2224,8959,['science'],11,1.0,5.0,90149.0,58,1.0,2,0
1095,4.0,2746,8962,"['relationships', 'animals', 'science']",11,1.0,5.0,176144.0,58,1.0,4,1
1096,4.0,0,8963,['science'],11,1.0,5.0,330.0,58,1.0,4,1
1097,4.0,2984,8966,"['conflict', 'civilian death', 'psychology', 'science']",11,1.0,5.0,93083.0,58,1.0,4,1
1098,3.0,10926,8969,"['innovation', 'military', 'favorite', 'health', 'technology', 'science']",11,1.0,5.0,138729.0,58,1.0,5,1
1099,5.0,390,8977,['animals'],11,1.0,5.0,1222.0,58,1.0,5,1
1100,4.0,1711,8978,"['innovation', 'electrical engineering', 'technology']",11,1.0,2.0,39947.0,58,1.0,2,0
1101,5.0,6539,8983,"['computer', 'technology']",11,1.0,5.0,127093.0,58,1.0,4,1
1102,3.0,4127,8994,['music'],146,0.0,3.0,12458.0,58,1.0,1,0
1103,2.0,1525,8996,"['carnegie mellon university', 'education', 'accomplishment', 'culture', 'history']",8195,1.0,2.0,27750.0,58,1.0,1,0
1104,5.0,641,8999,['music'],8156,1.0,5.0,59476.0,58,1.0,5,1
1105,2.0,871,9002,"['sex', 'odd', 'criminal trials']",8195,0.0,2.0,68990.0,58,1.0,1,0
1106,2.0,1575,9003,"['odd', 'food']",10,1.0,5.0,22393.0,58,1.0,4,1
1107,2.0,2366,9008,"['beauty', 'international news', 'fashion']",10,1.0,5.0,48819.0,58,1.0,4,1
1108,4.0,813,9015,"['baseball', 'sports']",362,1.0,5.0,37665.0,58,1.0,5,1
1109,3.0,90,9017,"['beauty', 'entertainment', 'celebrities']",7,1.0,3.0,2564.0,58,1.0,4,1
1110,3.0,1841,9023,"['food', 'health', 'international news', 'politics']",205,1.0,5.0,23524.0,58,1.0,4,1
1111,3.0,360,9037,"['familar topic', 'sports', 'track']",8153,1.0,4.0,63522.0,58,1.0,2,0
1112,4.0,20,9038,"['familar topic', 'college', 'sports', 'track']",8255,1.0,5.0,112571.0,58,1.0,5,1
1113,4.0,270,9040,"['college', 'sports', 'drugs']",8255,1.0,5.0,16303.0,58,1.0,4,1
1114,3.0,20,9041,"['food', 'health', 'civilian death', 'animals']",7,1.0,4.0,61188.0,58,1.0,3,0
1115,5.0,742,9043,['presidential election'],3616,1.0,5.0,121886.0,58,1.0,4,1
1116,4.0,1112,9044,"['ariplanes', 'economy']",8151,1.0,2.0,10866.0,58,1.0,2,0
1117,2.0,2131,9045,"['travel', 'college']",8151,1.0,3.0,10876.0,58,1.0,2,0
1118,3.0,520,9047,"['alcohol', 'innovation', 'college']",8271,1.0,5.0,102797.0,58,1.0,4,1
1119,3.0,20,9048,"['alcohol', 'food', 'health', 'diet']",8190,1.0,5.0,9674.0,58,1.0,4,1
1120,5.0,50,9049,"['alcohol', 'international news', 'business']",13,1.0,5.0,18977.0,58,1.0,5,1
1121,3.0,392,9051,"['health', 'genetics']",16,1.0,4.0,32227.0,58,1.0,3,0
1122,3.0,531,9052,"['relationships', 'health', 'drugs']",9,1.0,2.0,13659.0,58,1.0,3,0
1123,3.0,1221,9414,['health'],8201,1.0,5.0,50041.0,58,1.0,4,1
1124,3.0,501,9415,['education'],8201,1.0,4.0,142666.0,58,1.0,3,0
1125,3.0,961,9512,"['computer', 'internet', 'education', 'business']",8275,0.0,3.0,57042.0,58,0.0,3,0
1126,4.0,4015,9516,"['favorite', 'entertainment', 'celebrities', 'movies', 'health', 'presidential election', 'genetics', 'science']",5,1.0,5.0,75449.0,58,1.0,4,1
1127,5.0,1254,9518,"['favorite', 'food', 'health', 'diet', 'genetics', 'science']",11,1.0,5.0,71393.0,58,1.0,5,1
1128,5.0,0,9519,"['odd', 'animals', 'science']",11,1.0,5.0,240.0,58,1.0,5,1
1129,3.0,290,9520,"['environment', 'weather', 'pollution', 'international news']",11,1.0,5.0,73626.0,58,1.0,5,1
1130,3.0,690,9521,"['environment', 'animals', 'science']",11,1.0,4.0,49891.0,58,1.0,4,1
1131,4.0,351,9522,"['environment', 'international news', 'asia', 'conflict', 'politics']",11,1.0,5.0,133352.0,58,1.0,5,1
1132,4.0,280,9523,"['international news', 'science']",11,1.0,5.0,65804.0,58,1.0,5,1
1133,4.0,1581,18407,"['odd', 'food', 'international news', 'animals']",11,1.0,4.0,107645.0,58,1.0,2,0
1134,4.0,1343,18408,['animals'],11,1.0,5.0,180208.0,58,1.0,4,1
1135,3.0,2211,18416,"['environment', 'politics']",11,1.0,4.0,6329.0,58,1.0,4,1
1136,4.0,900,18417,"['environment', 'international news', 'politics']",11,1.0,5.0,61903.0,58,1.0,2,0
1137,3.0,2345,18418,['science'],11,1.0,3.0,31094.0,58,1.0,1,0
1138,3.0,392,18419,"['favorite', 'health', 'diet', 'genetics', 'animals', 'science']",11,1.0,5.0,72643.0,58,1.0,4,1
1139,5.0,191,18420,"['international news', 'presidential election', 'politics']",11,1.0,5.0,91983.0,58,1.0,5,1
1140,4.0,170,18421,"['bombing', 'terrorism', 'international news', 'conflict']",14,1.0,4.0,157897.0,58,1.0,3,0
1141,3.0,580,18422,"['opinion', 'sports']",8153,1.0,3.0,67998.0,58,1.0,2,0
1142,1.0,442,18423,['international news'],5705,1.0,3.0,19018.0,58,0.0,3,0
1143,2.0,621,18424,"['international news', 'asia', 'electrical engineering', 'technology']",2580,0.0,3.0,19168.0,58,0.0,1,0
1144,3.0,2041,18425,"['innovation', 'electrical engineering', 'technology', 'science']",16,1.0,4.0,20569.0,58,1.0,2,0
1145,5.0,140,18426,"['computer', 'opinion', 'health', 'electrical engineering', 'technology']",8279,1.0,5.0,147612.0,58,1.0,5,1
1146,5.0,641,18427,"['sports', 'basketball']",453,1.0,5.0,86264.0,58,1.0,5,1
1147,2.0,10,18437,"['sports', 'basketball']",8208,1.0,3.0,78162.0,58,1.0,3,0
1148,2.0,50,18438,"['international news', 'history']",7,1.0,2.0,24585.0,58,1.0,3,0
1149,2.0,1091,18626,"['computer', 'innovation', 'internet', 'food']",3,1.0,4.0,53728.0,58,1.0,2,0
1150,4.0,60,18632,"['computer', 'innovation', 'internet']",1964,0.0,5.0,31466.0,58,1.0,4,1
1151,5.0,511,18634,"['innovation', 'history']",8172,1.0,5.0,45035.0,58,1.0,5,1
1152,3.0,1513,18635,"['relationships', 'sex', 'ethics', 'culture']",1758,1.0,3.0,23293.0,58,0.0,2,0
1153,5.0,1471,18636,"['innovation', 'food']",1902,1.0,5.0,79425.0,58,0.0,5,1
1154,3.0,2294,18637,"['relationships', 'entertainment', 'celebrities', 'music', 'civilian death']",3624,1.0,5.0,17755.0,58,1.0,4,1
1155,3.0,1963,18638,"['opinion', 'food']",8181,1.0,5.0,53375.0,58,1.0,4,1
1156,1.0,991,18639,"['familar topic', 'relationships', 'entertainment', 'celebrities']",2363,1.0,1.0,23564.0,58,0.0,1,0
1157,5.0,0,18641,"['entertainment', 'movies']",8,1.0,5.0,531.0,58,1.0,5,1
1158,4.0,1751,18642,"['entertainment', 'music']",8,1.0,5.0,88488.0,58,1.0,4,1
1159,4.0,4026,18643,"['sex', 'health', 'science', 'drugs']",8,1.0,4.0,88857.0,58,1.0,4,1
1160,4.0,0,18644,['odd'],9,1.0,5.0,100.0,58,1.0,4,1
1161,1.0,1873,18671,"['odd', 'music']",10,1.0,4.0,14731.0,58,1.0,2,0
1162,1.0,922,18672,"['entertainment', 'international news', 'animals', 'business']",10,1.0,3.0,23033.0,58,1.0,2,0
1163,1.0,1300,18673,"['food', 'health', 'animals']",10,1.0,3.0,68298.0,58,1.0,2,0
1164,3.0,690,18675,"['odd', 'education', 'history']",10,1.0,3.0,46527.0,58,1.0,4,1
1165,1.0,501,18677,"['health', 'international news', 'religion', 'history']",10,1.0,2.0,1232.0,58,1.0,2,0
1166,4.0,651,18680,"['family', 'accomplishment', 'cars']",10,1.0,5.0,115856.0,58,1.0,4,1
1167,5.0,501,18682,"['environment', 'animals']",10,1.0,5.0,51124.0,58,1.0,5,1
1168,4.0,1022,18685,"['environment', 'animals']",11,1.0,3.0,37664.0,58,1.0,3,0
1169,3.0,50,18688,"['entertainment', 'celebrities', 'music', 'conflict']",11,1.0,4.0,851.0,58,1.0,3,0
1170,3.0,1954,18689,"['entertainment', 'celebrities', 'music']",8,1.0,4.0,72785.0,58,1.0,4,1
1171,2.0,10,18691,"['favorite', 'entertainment', 'celebrities', 'health']",8,1.0,4.0,46657.0,58,1.0,3,0
1172,5.0,1402,18693,"['entertainment', 'celebrities', 'movies']",8,1.0,5.0,43152.0,58,1.0,5,1
1173,4.0,0,18695,"['entertainment', 'celebrities', 'music']",8,1.0,4.0,1302.0,58,1.0,4,1
1174,3.0,90,18697,"['baseball', 'sports']",8,1.0,3.0,20679.0,58,1.0,3,0
1175,3.0,50,18702,"['sex', 'sports', 'basketball']",7,1.0,4.0,1632.0,58,1.0,4,1
1176,4.0,992,18707,"['military', 'terrorism', 'international news', 'conflict', 'politics', 'iraq']",7,1.0,3.0,174811.0,58,1.0,3,0
1177,5.0,371,18711,"['international news', 'cars']",14,1.0,5.0,98371.0,58,1.0,5,1
1178,4.0,0,18717,"['computer', 'innovation', 'entertainment', 'technology', 'fun']",15,1.0,5.0,971.0,58,1.0,4,1
1179,3.0,2405,18719,['technology'],5,1.0,5.0,39787.0,58,1.0,3,0
1180,4.0,772,18721,['opinion'],5,1.0,3.0,28932.0,58,1.0,3,0
1181,1.0,630,18722,"['exercise', 'family', 'health', 'fun']",9001,0.0,1.0,10765.0,58,0.0,1,0
1182,4.0,441,18724,['health'],9,1.0,4.0,93224.0,58,1.0,3,0
1183,4.0,0,18725,"['internet', 'presidential election', 'psychology']",9,1.0,5.0,110.0,58,1.0,4,1
1184,5.0,1043,19865,"['familar topic', 'internet']",5,1.0,5.0,161391.0,58,1.0,4,1
1185,5.0,892,19866,"['entertainment', 'celebrities', 'music']",5,1.0,5.0,48231.0,58,1.0,4,1
1186,2.0,0,19867,['art'],8,1.0,2.0,550.0,58,1.0,2,0
1187,2.0,1641,19868,"['music', 'civilian death']",8,1.0,4.0,29773.0,58,1.0,3,0
1188,3.0,4013,19869,"['beauty', 'entertainment', 'celebrities', 'music', 'culture']",8,1.0,4.0,69640.0,58,1.0,4,1
1189,4.0,0,19870,"['entertainment', 'movies', 'health']",8,1.0,4.0,392.0,58,1.0,5,1
1190,5.0,1102,19871,"['entertainment', 'celebrities', 'movies']",8,1.0,5.0,63841.0,58,1.0,5,1
1191,3.0,60,19872,"['baseball', 'sports']",8,1.0,4.0,43703.0,58,1.0,3,0
1192,3.0,320,19873,"['baseball', 'sports']",7,1.0,3.0,49281.0,58,1.0,3,0
1193,3.0,0,19874,"['sports', 'basketball']",7,1.0,4.0,142.0,58,1.0,4,1
1194,4.0,391,19875,"['sports', 'basketball']",7,1.0,4.0,84632.0,58,1.0,4,1
1195,3.0,1001,19876,"['family', 'health']",7,1.0,4.0,113412.0,58,1.0,4,1
1196,3.0,1062,19877,['health'],9,1.0,4.0,12317.0,58,1.0,3,0
1197,3.0,0,19878,"['relationships', 'sex', 'racial', 'health']",9,1.0,5.0,621.0,58,1.0,3,0
1198,4.0,390,19879,"['health', 'drugs']",9,1.0,5.0,135625.0,58,1.0,5,1
1199,4.0,621,19880,"['beauty', 'entertainment', 'celebrities', 'health', 'science']",9,1.0,5.0,104640.0,58,1.0,4,1
1200,5.0,1201,19881,"['stress', 'favorite', 'food', 'psychology']",9,1.0,5.0,48940.0,58,1.0,5,1
1201,5.0,1441,19882,"['travel', 'odd']",9,1.0,5.0,61047.0,58,1.0,5,1
1202,2.0,351,19883,"['odd', 'conflict', 'animals', 'cars']",10,1.0,5.0,931.0,58,1.0,5,1
1203,1.0,1862,19884,['cars'],10,1.0,5.0,40048.0,58,1.0,4,1
1204,3.0,531,19885,"['odd', 'entertainment']",10,1.0,5.0,47649.0,58,1.0,5,1
1205,1.0,2433,19886,"['international news', 'criminal trials']",10,1.0,5.0,20450.0,58,1.0,4,1
1206,4.0,2026,19887,"['sports', 'international news']",10,1.0,4.0,24896.0,58,1.0,3,0
1207,2.0,672,19888,"['military', 'odd', 'favorite', 'international news']",10,1.0,3.0,19408.0,58,1.0,2,0
1208,4.0,70,19889,"['relationships', 'odd', 'international news', 'criminal trials', 'civilian death']",10,1.0,5.0,852.0,58,1.0,5,1
1209,3.0,171,19977,"['odd', 'family', 'international news']",10,1.0,4.0,55510.0,58,1.0,4,1
1210,3.0,701,19978,"['alcohol', 'sports']",10,1.0,5.0,32778.0,58,1.0,4,1
1211,4.0,531,19979,"['politics', 'culture']",10,1.0,5.0,59856.0,58,1.0,4,1
1212,2.0,0,19980,"['odd', 'international news', 'drugs']",10,1.0,3.0,352.0,58,1.0,3,0
1213,4.0,40,19981,"['familar topic', 'computer', 'college', 'entertainment', 'electrical engineering', 'technology', 'carnegie mellon university', 'education']",10,1.0,5.0,42511.0,58,1.0,5,1
1214,5.0,602,19982,"['international news', 'asia', 'conflict', 'politics']",13,1.0,5.0,112372.0,58,1.0,5,1
1215,4.0,0,19983,"['entertainment', 'celebrities', 'movies']",16,1.0,4.0,170.0,58,1.0,4,1
1216,3.0,701,19991,"['racial', 'conflict']",8174,1.0,4.0,19007.0,58,1.0,4,1
1217,4.0,2845,19994,"['international news', 'conflict', 'civilian death']",8154,1.0,5.0,66486.0,58,1.0,3,0
1218,4.0,1452,19995,"['familar topic', 'college', 'stress', 'education']",91,1.0,4.0,22162.0,58,1.0,3,0
1219,4.0,50,20000,"['entertainment', 'culture']",4039,1.0,5.0,15393.0,58,1.0,5,1
1220,4.0,710,20003,['music'],8199,1.0,4.0,123988.0,58,1.0,4,1
1221,2.0,441,20004,['music'],8195,1.0,2.0,18377.0,58,1.0,1,0
1222,2.0,420,20005,"['military', 'international news', 'conflict', 'iraq']",8195,1.0,2.0,12597.0,58,1.0,1,0
1223,5.0,940,20275,"['odd', 'animals']",2,1.0,5.0,88216.0,58,1.0,4,1
1224,4.0,1162,20286,"['entertainment', 'celebrities', 'music']",11,1.0,5.0,70071.0,58,1.0,5,1
1225,2.0,350,20363,"['sex', 'criminal trials']",8181,1.0,2.0,227225.0,58,1.0,2,0
1226,3.0,120,20367,"['international news', 'conflict', 'criminal trials', 'civilian death']",8154,1.0,5.0,88147.0,58,1.0,4,1
1227,4.0,3583,20370,"['hacking', 'computer', 'innovation', 'favorite', 'electrical engineering', 'technology', 'science']",8154,1.0,4.0,72303.0,58,1.0,4,1
1228,5.0,730,20374,"['opinion', 'science']",5,1.0,5.0,101185.0,58,1.0,5,1
1229,2.0,3144,20376,"['innovation', 'music', 'electrical engineering', 'technology']",361,1.0,2.0,44884.0,58,1.0,2,0
1230,4.0,3704,20380,"['computer', 'electrical engineering']",8209,1.0,5.0,118199.0,58,1.0,5,1
1231,4.0,2954,20382,"['international news', 'criminal trials', 'animals']",8285,1.0,5.0,124789.0,58,1.0,4,1
1232,2.0,1510,20425,"['opinion', 'internet', 'music']",8154,1.0,5.0,48580.0,58,1.0,5,1
1233,2.0,171,20427,"['international news', 'education', 'business']",8190,1.0,4.0,2223.0,58,1.0,2,0
1234,3.0,1341,20428,"['odd', 'favorite', 'health', 'criminal trials', 'civilian death']",8155,1.0,3.0,47519.0,58,1.0,2,0
1235,5.0,953,20430,"['food', 'diet']",3616,1.0,5.0,64152.0,58,1.0,5,1
1236,5.0,1121,20455,"['family', 'psychology']",9,1.0,5.0,35030.0,58,1.0,4,1
1237,3.0,811,20456,['health'],9,1.0,4.0,122336.0,58,1.0,3,0
1238,4.0,280,20457,"['alcohol', 'health']",9,1.0,3.0,47267.0,58,1.0,2,0
1239,4.0,1651,20458,"['sex', 'health', 'politics']",9,1.0,5.0,49112.0,58,1.0,5,1
1240,4.0,200,20459,"['family', 'food', 'health']",9,1.0,3.0,50392.0,58,1.0,3,0
1241,3.0,1912,20460,"['sex', 'health']",9,1.0,5.0,52365.0,58,1.0,4,1
1242,4.0,1502,20461,['odd'],9,1.0,5.0,25447.0,58,1.0,4,1
1243,3.0,210,20463,"['criminal trials', 'civilian death']",10,1.0,5.0,18297.0,58,1.0,4,1
1244,3.0,0,20465,"['sex', 'international news', 'olympics']",10,1.0,5.0,290.0,58,1.0,4,1
1245,4.0,1353,20467,"['internet', 'conflict']",10,1.0,5.0,61017.0,58,1.0,4,1
1246,2.0,822,20469,"['entertainment', 'movies', 'conflict']",10,1.0,4.0,26408.0,58,1.0,3,0
1247,3.0,221,20470,"['family', 'health']",10,1.0,4.0,45736.0,58,1.0,3,0
1248,4.0,110,20472,"['sex', 'health']",9,1.0,5.0,82669.0,58,1.0,4,1
1249,5.0,1223,20473,"['animals', 'science', 'history']",9,1.0,5.0,87776.0,58,1.0,3,0
1250,4.0,0,20474,"['military', 'terrorism', 'international news', 'conflict', 'politics', 'iraq', 'civilian death']",11,1.0,5.0,921.0,58,1.0,5,1
1251,5.0,1822,20475,"['racial', 'entertainment', 'celebrities', 'music']",8185,1.0,5.0,211655.0,58,1.0,5,1
1252,4.0,1350,20478,"['college', 'technology', 'education']",15,1.0,5.0,92885.0,58,1.0,4,1
1253,3.0,900,20479,"['military', 'conflict', 'politics']",1428,1.0,4.0,20589.0,58,1.0,2,0
1254,5.0,660,20481,"['international news', 'conflict', 'politics']",3,1.0,5.0,103148.0,58,1.0,4,1
1255,4.0,1633,20482,"['sports', 'basketball']",3,1.0,4.0,141182.0,58,1.0,4,1
1256,4.0,921,20640,"['alcohol', 'college', 'sex', 'sports', 'football']",7,1.0,4.0,182712.0,58,1.0,5,1
1257,4.0,541,20641,"['baseball', 'sports']",7,1.0,4.0,77531.0,58,1.0,4,1
1258,3.0,260,20642,"['favorite', 'culture']",7,1.0,3.0,49041.0,58,1.0,3,0
1259,5.0,20,20643,"['hacking', 'computer', 'internet', 'business']",8,1.0,5.0,65343.0,58,1.0,5,1
1260,5.0,461,20644,"['relationships', 'celebrities', 'international news']",5,1.0,5.0,95387.0,58,1.0,5,1
1261,4.0,511,20645,"['entertainment', 'celebrities', 'music']",8,1.0,5.0,158528.0,58,1.0,5,1
1262,3.0,732,20648,"['celebrities', 'music', 'business', 'psychology']",8,1.0,4.0,3153.0,58,1.0,4,1
1263,3.0,480,20649,"['entertainment', 'celebrities', 'music']",8,1.0,3.0,23555.0,58,1.0,3,0
1264,4.0,410,20652,"['entertainment', 'celebrities']",8,1.0,5.0,204074.0,58,1.0,5,1
1265,4.0,570,20654,"['entertainment', 'celebrities', 'movies']",8,1.0,4.0,152489.0,58,1.0,4,1
1266,4.0,873,20658,"['favorite', 'international news']",8,1.0,4.0,169493.0,58,1.0,5,1
1267,4.0,190,20663,"['relationships', 'odd', 'education']",10,1.0,5.0,5427.0,58,1.0,5,1
1268,4.0,160,20664,"['cell', 'sex', 'odd', 'technology']",10,0.0,5.0,40989.0,58,1.0,4,1
1269,4.0,141,20665,"['art', 'innovation', 'odd', 'favorite', 'fun', 'culture']",10,1.0,5.0,25927.0,58,1.0,3,0
1270,3.0,520,20668,"['environment', 'animals']",10,1.0,5.0,138070.0,58,1.0,5,1
1271,3.0,1121,20670,"['computer', 'innovation', 'internet', 'education', 'accomplishment', 'science']",11,1.0,5.0,125400.0,58,1.0,5,1
1272,4.0,0,20671,"['military', 'international news', 'conflict', 'politics', 'civilian death']",11,1.0,5.0,390.0,58,1.0,4,1
1273,5.0,20,20672,"['accident', 'health']",2,1.0,4.0,44194.0,58,1.0,2,0
1274,4.0,1394,20675,"['relationships', 'entertainment']",13,1.0,5.0,152089.0,58,1.0,4,1
1275,4.0,140,20677,"['accident', 'odd', 'animals', 'cars']",13,1.0,5.0,76120.0,58,1.0,3,0
1276,3.0,713,20678,"['familar topic', 'opinion', 'odd', 'politics', 'fashion', 'ethics']",13,1.0,5.0,48810.0,58,1.0,5,1
1277,5.0,400,20679,"['opinion', 'odd', 'food', 'animals']",13,1.0,5.0,65395.0,58,1.0,5,1
1278,4.0,981,20680,"['opinion', 'military', 'favorite', 'racial', 'conflict', 'politics', 'iraq']",12,1.0,5.0,62631.0,58,1.0,4,1
1279,5.0,932,20681,['opinion'],12,1.0,5.0,53196.0,58,0.0,5,1
1280,4.0,0,20682,"['natural disaster', 'international news']",12,0.0,4.0,580.0,58,0.0,1,0
1281,3.0,130,20683,"['environment', 'natural disaster', 'international news']",11,1.0,4.0,101406.0,58,1.0,3,0
1282,2.0,150,20684,['science'],11,1.0,4.0,40208.0,58,1.0,4,1
1283,3.0,1042,20685,['science'],11,1.0,5.0,39056.0,58,1.0,2,0
1284,2.0,0,20686,"['politics', 'science']",11,1.0,4.0,450.0,58,1.0,3,0
1285,4.0,640,20687,"['odd', 'food', 'accomplishment', 'science']",11,1.0,4.0,99893.0,58,1.0,2,0
1286,2.0,220,20688,"['relationships', 'animals']",11,1.0,5.0,49862.0,58,1.0,5,1
1287,3.0,281,20689,"['education', 'animals', 'psychology', 'science']",11,1.0,5.0,156675.0,58,1.0,5,1
1288,3.0,331,20690,['psychology'],11,1.0,5.0,63291.0,58,1.0,5,1
1289,5.0,20,20691,"['environment', 'science']",11,1.0,4.0,2023.0,58,1.0,4,1
1290,4.0,20,20692,"['odd', 'family', 'health', 'animals']",11,1.0,4.0,33647.0,58,1.0,3,0
1291,5.0,150,20828,['music'],11,1.0,5.0,71172.0,58,1.0,5,1
1292,3.0,1331,20829,"['music', 'business']",8002,1.0,4.0,31465.0,58,1.0,4,1
1293,4.0,611,20836,"['environment', 'pollution', 'entertainment', 'celebrities', 'movies']",8287,1.0,4.0,37744.0,58,1.0,4,1
1294,4.0,580,20837,['pop culture'],8174,1.0,5.0,218814.0,58,1.0,4,1
1295,3.0,157,93,['gay rights issues'],8,1.0,3.0,39110.0,59,1.0,3,0
1296,4.0,172,229,['world events'],14,1.0,3.0,64452.0,59,1.0,4,1
1297,5.0,93,232,['other events'],14,1.0,4.0,76922.0,59,1.0,4,1
1298,2.0,125,233,['other events'],10,1.0,2.0,72204.0,59,1.0,3,0
1299,3.0,3184,234,['political'],10,1.0,3.0,65844.0,59,1.0,4,1
1300,3.0,812,237,['political'],2,1.0,3.0,25921.0,59,1.0,2,0
1301,4.0,529,239,['world events'],2,1.0,3.0,73719.0,59,1.0,3,0
1302,4.0,1263,246,['technology'],3,1.0,4.0,303374.0,59,1.0,4,1
1303,3.0,735,252,['music'],5,1.0,3.0,16266.0,59,1.0,3,0
1304,4.0,797,413,['gay rights issues'],8,1.0,4.0,66843.0,59,1.0,4,1
1305,3.0,907,415,['health'],8,1.0,4.0,21640.0,59,1.0,4,1
1306,5.0,941,417,['other events'],9,1.0,4.0,81125.0,59,1.0,5,1
1307,3.0,453,422,['other events'],10,1.0,5.0,109906.0,59,1.0,5,1
1308,4.0,859,424,['other events'],10,1.0,5.0,62937.0,59,1.0,5,1
1309,4.0,391,425,['other events'],2,1.0,4.0,34219.0,59,0.0,4,1
1310,4.0,297,1573,['music'],3,1.0,4.0,62749.0,59,0.0,3,0
1311,4.0,485,1661,['health'],5,1.0,3.0,9406.0,59,0.0,4,1
1312,5.0,609,1712,['world events'],9,1.0,4.0,42890.0,59,0.0,4,1
1313,4.0,312,1719,['environment'],10,1.0,4.0,29844.0,59,0.0,4,1
1314,3.0,452,1721,['world events'],10,1.0,3.0,30765.0,59,0.0,3,0
1315,3.0,2090,1723,['environment'],10,1.0,3.0,40219.0,59,0.0,4,1
1316,4.0,484,1725,['environment'],11,1.0,4.0,59610.0,59,0.0,4,1
1317,3.0,673,1734,['other events'],11,1.0,3.0,122124.0,59,0.0,3,0
1318,3.0,1297,1735,['health'],11,1.0,3.0,23297.0,59,0.0,3,0
1319,3.0,452,1740,['health'],15,1.0,2.0,47125.0,59,0.0,3,0
1320,5.0,1220,2145,"['health', 'pop culture']",9,1.0,5.0,95719.0,59,0.0,5,1
1321,4.0,609,2146,['other events'],9,1.0,4.0,67532.0,59,0.0,4,1
1322,3.0,1749,2148,['world events'],10,1.0,4.0,76422.0,59,0.0,4,1
1323,3.0,1126,2154,['world events'],10,1.0,3.0,277172.0,59,0.0,4,1
1324,4.0,1530,2156,['science'],10,1.0,4.0,39953.0,59,0.0,5,1
1325,3.0,7655,2159,"['technology', 'science']",11,1.0,3.0,57501.0,59,0.0,4,1
1326,4.0,1643,2163,['political'],11,1.0,5.0,115126.0,59,0.0,5,1
1327,3.0,1892,2185,['political'],12,1.0,3.0,22955.0,59,0.0,4,1
1328,3.0,2045,2194,['political'],12,1.0,3.0,37015.0,59,0.0,3,0
1329,3.0,578,2200,"['world events', 'pop culture']",13,1.0,3.0,29827.0,59,0.0,3,0
1330,3.0,532,2202,"['other events', 'environment']",15,1.0,4.0,29938.0,59,0.0,4,1
1331,4.0,655,2205,"['technology', 'science']",11,1.0,4.0,14250.0,59,0.0,4,1
1332,5.0,1486,2209,"['other events', 'environment']",11,1.0,5.0,5266.0,59,1.0,5,1
1333,3.0,1265,2211,['other events'],11,1.0,3.0,20172.0,59,1.0,4,1
1334,4.0,986,2212,['other events'],2,1.0,4.0,8656.0,59,0.0,4,1
